peak_id,peak_name,host_contries,alternative_names,height_m,height_ft,location,region,restrictions,climb_status,is_open,is_unlisted,is_trekking,trek_year,first_asc_yr,first_asc_season,first_asc_date,countries,first_summiters,summiters_notes
LARK,Larkya Peak,Nepal only,"Granite Peak, Naike Peak",6416,21050,Manaslu/Mansiri,Manaslu-Ganesh,,Climbed,0,0,1,0,2017,Autumn,Sep 27,Georgia,"Archil Badriashvili, Giorgi Tepnadze, Bakar Gelashvili",
LAS2,Lashar II,Nepal & China,Loshar II,6803,22320,Janak/Ohmi Kangri,Kangchenjunga-Janak,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
LASA,Lasa,Nepal & China,,6189,20305,Api/Byas Risi/Guras,Far West-Kanjiroba,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
LASH,Lashar I,Nepal & China,Loshar I,6842,22448,Janak/Ohmi Kangri,Kangchenjunga-Janak,Opened in 2002,Climbed,1,0,0,0,2005,Autumn,Oct 12,Slovenia,"Andrej Stremfelj, Miha Habjan",
LCHA,Lachama Chuli,Nepal & China,"Kubi Kangri, Kubi Dongdong",6721,22051,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Opened in 2003,Climbed,1,0,0,0,2007,Autumn,Sep 14,Japan,"Atsushi Senda, Ryouta Fujii, Keizou Ishikawa, Hiroshi Kobayashi, Kouhei Kotani, Naoki Shimozato, Yuhki Tani",
LCHN,Lachama North,Nepal & China,,6628,21745,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
LDAK,Langdak,Nepal only,,6220,20407,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2014,Climbed,1,0,0,0,2015,Autumn,Oct 05,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",
LDNG,Langdung,Nepal & China,Ripumutse,6326,20755,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2014,Climbed,1,0,0,0,2017,Winter,Dec 20,Nepal,"Nima Tenji Sherpa, Dawa Gyalje Sherpa, Dawa Yangzum Sherpa, Pasang Kitar Sherpa",
LEOE,Leonpo Gang East,Nepal & China,Gyalgen Peak,6733,22090,Jugal,Langtang-Jugal,Opened in 2014,Climbed,1,0,0,0,1955,Spring,May 11,"UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa",Peak named after sirdar Mingma Gyalgen Sherpa
LEON,Leonpo Gang,Nepal & China,"Dorje Pahad, Big White Peak",6979,22897,Jugal,Langtang-Jugal,,Climbed,1,0,0,0,1962,Spring,May 03,Japan,"Tadashi Morita, Kazunari Yasuhisa",
LHAS,Lha Shamma,Nepal only,"Lhasharma, Pinnacle Peak",6412,21037,Kanjiroba,Far West-Kanjiroba,Opened in 2014,Climbed,1,0,0,0,1962,Spring,May 14,"UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa",
LHAY,Lhayul Peak,Nepal only,,6395,20981,Api/Byas Risi/Guras,Far West-Kanjiroba,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
LHOM,Lhotse Middle,Nepal & China,Lhotse Intermediate,8410,27592,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2001,Climbed,1,0,0,0,2001,Spring,May 23,Russia,"Sergei Timofeev, Alexei Bolotov, Piotr Kouznetsov, Evgeni Vinogradski",
LHOT,Lhotse,Nepal & China,,8516,27940,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1956,Spring,May 18,Switzerland,"Fritz Luchsinger, Ernst Reiss",
LIK1,Linkhu Chuli Shar,Nepal only,"Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",6719,22044,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2003,Climbed,1,0,0,0,2013,Autumn,Nov 13,Germany,Ines Papert,
LIK2,Linkhu Chuli Nup,Nepal only,"Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II",6659,21847,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2003,Climbed,1,0,0,0,1960,Autumn,Oct 21,"France, Nepal","Alain Barbezat, Cecile Barbezat, Nawang Dorje Sherpa",
LING,Lingtren,Nepal & China,,6713,22024,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,1935,Summer,Aug,UK,"Eric Shipton, Dan Bryant",
LMOC,Langmoche Ri,Nepal only,,6552,21496,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,2012,Autumn,Nov 17,USA,"Roberto Villanueva, Alan Rousseau",
LNAK,Lhonak,Nepal only,Rifil Peak,6070,19915,Janak/Ohmi Kangri,Kangchenjunga-Janak,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
LNGK,Langchung Khang,Nepal & China,Langpo Chung,6786,22264,Jongsang,Kangchenjunga-Janak,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed?,
LNJU,Langju,Nepal only,Lajo Dada,6426,21083,Ganesh/Shringi,Manaslu-Ganesh,Opened in 2014,Climbed,1,0,0,0,2017,Autumn,Oct 17,Japan,"Norifumi Fukuda, Kojuro Hagihara, Yudai Suzuki",
LNKE,Lunchhung Kamo East,Nepal only,,6024,19764,Kanti/Palchung,Far West-Kanjiroba,,Climbed,0,1,0,0,1999,Summer,Jul 09,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",
LNPO,Langpo,Nepal & India,Longpo,6965,22851,Jongsang,Kangchenjunga-Janak,,Climbed,1,0,0,0,1909,Autumn,Sep 14,UK,A. M. Kellas,
LOBE,Lobuje East,Nepal only,Lobuche East,6090,19980,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,0,0,1,1978,1984,Spring,Apr 25,"USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa",Possibly climbed by Japanese in 1979 (unverified)
LOBW,Lobuje West,Nepal only,Lobuche West,6135,20128,Khumbu,Khumbu-Rolwaling-Makalu,Converted to trekking peak in 2002,Climbed,0,0,1,2002,1984,Autumn,Sep 28,Japan,"Yuji Kawakura, Yoshihiro Taguchi",
LSAM,Lungsampa,Nepal only,"Lung Sampa, Lumsumna",6500,21325,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,2014,All,,Spain,"Jordi Corominas, Jordi Tosas",Tosas and Corominas unconfirmed ascent in 2014 via SSW Ridge
LSHR,Lhotse Shar,Nepal & China,Lhotse II,8382,27500,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1970,Spring,May 12,Austria,"Josef Mayerl, Rolf Walter",
LSIS,Langshisa Ri,Nepal only,Langsisa Ri,6412,21037,Jugal,Langtang-Jugal,Converted to trekking peak in 2002,Climbed,0,0,1,2002,1982,Spring,Apr 23,"Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa",
LUGU,Lugula,Nepal & China,,6899,22635,Damodar,Annapurna-Damodar-Peri,Opened in 2014,Climbed,1,0,0,0,2010,Autumn,Nov 02,France,Renald Guillaune,1st official ascent in Spring 2014 by S Koreans
LUN2,Lunag II,Nepal only,,6812,22349,Rolwaling,Khumbu-Rolwaling-Makalu,Requires permit for Jobo Rinjang,Climbed,0,1,0,0,2010,Autumn,Oct 26,France,"Mathieu Detrie, Max Belleville, Mathiew Maynadier, Sebastien Ratel",
LUNG,Lungchhung,Nepal & China,,6043,19826,Kanti/Palchung,Far West-Kanjiroba,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
LUNR,Lunag Ri,Nepal & China,"Lunag I, Rongshar Ri I, Ondrej Peak",6895,22621,Rolwaling,Khumbu-Rolwaling-Makalu,Requires permit for Jobo Rinjang,Unclimbed,0,1,0,0,0,All,,,,
LUNW,Lunag West,Nepal & China,,6492,21299,Rolwaling,Khumbu-Rolwaling-Makalu,Requires permit for Jobo Rinjang,Climbed,0,1,0,0,2013,Autumn,Oct 22,USA,"Scott Adamson, Chris Wright",
MACH,Machhapuchhare,Nepal only,,6993,22943,Annapurna,Annapurna-Damodar-Peri,Closed,Unclimbed,0,1,0,0,0,All,,,Unclimbed,Rumored that one New Zealander (Bill Denz) summited by the N Ridge-NE Face route in the late 1970s
MAK2,Makalu II,Nepal & China,Kangchungtse,7678,25190,Makalu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1954,Autumn,Oct 22,"UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa",
MAKA,Makalu,Nepal & China,,8485,27838,Makalu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1955,Spring,May 15,France,"Jean Couzy, Lionel Terray",
MALA,Malanphulan,Nepal only,"Melanphulan, Hinku Ri",6573,21565,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2014,Climbed,1,0,0,0,2000,Spring,Apr 28,USA,"Peter Carse, Amy Bullard",
MANA,Manaslu,Nepal only,"Kutang I, Peak 30",8163,26781,Manaslu/Mansiri,Manaslu-Ganesh,,Climbed,1,0,0,0,1956,Spring,May 09,"Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa",
MANN,Manaslu North,Nepal only,Manaslu II,6994,22946,Manaslu/Mansiri,Manaslu-Ganesh,,Climbed,1,0,0,0,1964,Autumn,Oct 25,"Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa",1st ascent disputed by Anders Bolinder
MANP,Manapathi,Nepal only,,6380,20932,Dhaulagiri,Dhaulagiri-Mukut,,Climbed,1,0,0,0,1956,Spring,Apr 25,"Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa",1st ascent?
MARD,Mardi Himal,Nepal only,,5553,18219,Annapurna,Annapurna-Damodar-Peri,,Climbed,0,0,1,1978,1962,Spring,Apr 23,"UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa",
MARI,Mariyang,Nepal & China,,6528,21417,Kanti/Palchung,Far West-Kanjiroba,Opened in 2003,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
MARW,Mariyang West,Nepal & China,,6455,21178,Kanti/Palchung,Far West-Kanjiroba,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
MATA,Matathumba,Nepal only,"Matatumpa, Ghyuthumba East",5767,18921,Kanjiroba,Far West-Kanjiroba,,Climbed,0,1,0,0,1961,Spring,May 16,"UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa",
MAYT,Mayonthang Kang,Nepal & China,Mayun Thang Khang,6449,21158,Kanti/Palchung,Far West-Kanjiroba,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
MERA,Mera Peak,Nepal only,,6470,21227,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,0,0,1,1978,1953,Spring,May,"UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa","Climbed ""false Mera"" 6476m?  ""True Mera"" unclimbed?"
MERR,Merra,Nepal only,,6334,20781,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Opened in 2002,Climbed,1,0,0,0,2006,Autumn,Oct 18,Denmark,Claus Ostergaard,
MERS,Mera South,Nepal only,,6064,19895,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed?,
MING,Mingbo Ri,Nepal only,,6207,20364,Khumbu,Khumbu-Rolwaling-Makalu,,Unclimbed,0,1,0,0,0,All,,,Unclimbed,
MNSL,Mansail,Nepal only,Manshail,6235,20456,Mukut/Mustang,Dhaulagiri-Mukut,Opened in 2014,Climbed,1,0,0,0,2014,Autumn,Sep 29,Japan,"Yukiko Inoue, Eri Hasegawa, Mariko Nakamura, Kei Taniguchi",
MNSS,Mansail South,Nepal only,Manshail South,6248,20499,Mukut/Mustang,Dhaulagiri-Mukut,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
MOJC,Mojca,Nepal only,Mojka,6024,19764,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Opened in 2002,Climbed,1,0,0,0,1974,Autumn,Oct 11,Yugoslavia,"Stane Belak, Danilo Cedilnik",Illegal ascent
MPNW,Manapathi NW,Nepal only,,6384,20945,Dhaulagiri,Dhaulagiri-Mukut,,Climbed,0,1,0,0,1977,Spring,Apr 20,"Italy, UK, W Germany","Reinhold Messner, Leo Dickinson, Eric Jones, Otto Wiedemann",
MUKT,Mukut Himal,Nepal only,"Mukot Himal, Langru",6087,19970,Mukut/Mustang,Dhaulagiri-Mukut,Opened in 2014,Climbed,1,0,0,0,1967,Autumn,Sep,Netherlands,"Alfons J. Driessen, Michiel van Mourik Broekman",1st ascent if team was actually on this peak
MUPK,Mustang Peak,Nepal only,,6229,20436,Mukut/Mustang,Dhaulagiri-Mukut,,Climbed,0,1,0,0,2001,Autumn,Oct 07,"Japan, Nepal","Tomatsu Ohnishi, Koji Mizutani, Takehiko Yanagihara, Katsuhiko Asahi, Mingma Nuru Sherpa, Chuldin Nuru Sherpa, Kancha Dawa Sherpa",Not same peak as Mustang Himal (6195m) on current Ministry list.
MUST,Mustang Himal,Nepal only,,6195,20325,Mukut/Mustang,Dhaulagiri-Mukut,Opened in 2014,Climbed,1,0,0,0,2014,Autumn,Nov 02,USA,"Melissa Arnot, Ben Jones, Jon Mancuso",
MYAG,Myagdi Matha,Nepal only,,6273,20581,Dhaulagiri,Dhaulagiri-Mukut,,Unclimbed,0,1,0,0,0,All,,,Unclimbed?,
NAG1,Nangpai Gosum I,Nepal & China,"Nagpai Gosum I, Cho Aui",7321,24019,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,2017,Autumn,Oct 03,Germany,Jost Kobusch,
NAG2,Nangpai Gosum II,Nepal & China,"Nagpai Gosum II, Chamar",7287,23907,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
NALA,Nalakankar North,Nepal & China,,6062,19888,Nalakankar/Chandi/Changla,Far West-Kanjiroba,,Climbed,1,0,0,0,2000,Summer,Jul 06,"Japan, Nepal","Takehiko Yanagihara, Ang Phurba Sherpa",
NALS,Nalakankar South,Nepal & China,,6024,19764,Nalakankar/Chandi/Changla,Far West-Kanjiroba,,Climbed,0,1,0,0,2000,Summer,Jul 07,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",
NAM2,Nampa II,Nepal only,,6585,21604,Api/Byas Risi/Guras,Far West-Kanjiroba,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
NAM3,Nampa III,Nepal only,Nampa Chuli,6611,21690,Api/Byas Risi/Guras,Far West-Kanjiroba,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
NAMP,Nampa,Nepal only,Chisel Peak,6729,22077,Api/Byas Risi/Guras,Far West-Kanjiroba,,Climbed,1,0,0,0,1972,Spring,May 05,Japan,"Fukutoshi Kimura, Susumu Takahashi",
NAMS,Nampa South,Nepal only,,6130,20112,Api/Byas Risi/Guras,Far West-Kanjiroba,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed?,
NAN2,Nangamari II,Nepal only,,6209,20371,Janak/Ohmi Kangri,Kangchenjunga-Janak,,Climbed,1,0,0,0,2016,Autumn,Oct 17,Japan,"Tsuneo Shigehiro, Kensuke Iwai, Kiyo Kuroda, Shiro Matsunaka, Yusuke Morimoto, Kanji Totegi, Miyoko Nagase, Masayuki Takenaka, Saori Tatsuno",
NANG,Nangamari I,Nepal & China,,6547,21480,Janak/Ohmi Kangri,Kangchenjunga-Janak,Opened in 2003,Climbed,1,0,0,0,2010,Autumn,Nov 05,Australia,"Timothy Macartney-Snape, David Barton",
NAUL,Naulekh,Nepal only,,6340,20801,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,1954,Spring,Jun 08,New Zealand,"Colin Todd, Bill Beaven",
NAYA,Naya Kanga,Nepal only,"Kangja Chuli, Ghanja La Chuli",5863,19236,Jugal,Langtang-Jugal,,Climbed,0,0,1,1978,0,All,,,1st ascent unknown,
NCHU,Nupchu,Nepal only,Sharphu IV,6172,20249,Janak/Ohmi Kangri,Kangchenjunga-Janak,,Climbed,0,1,0,0,1962,Spring,May 20,Japan,"Takayuki Tsubaki, Chotare Sherpa",
NEMJ,Nemjung,Nepal only,,7140,23425,Peri,Annapurna-Damodar-Peri,,Climbed,1,0,0,0,1983,Spring,Oct 27,"Japan, Nepal","Makito Minami, Wataru Saito, Ken Takahashi, Kirki Lama",
NEPA,Nepal Peak,Nepal & India,,7177,23547,Jongsang,Kangchenjunga-Janak,,Climbed,1,0,0,0,1930,Spring,May 24,Austria,Erwin Schneider,Schneider may have only gone to the SW Peak (7130m) in which case the first ascent was by the Germans in 1936
NGAP,Nepal Gap Peak,Nepal & India,Nepal Gyap Peak,7007,22989,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed?,
NGO2,Ngojumba Kang II,Nepal & China,,7743,25404,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1965,Spring,Apr 24,"Japan, Nepal","Naomi Uemura, Pemba Tenzing Sherpa",
NGO3,Ngojumba Kang III,Nepal & China,Hillary Peak,7681,25200,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2014 as Hillary Peak,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
NGOJ,Ngojumba Kang I,Nepal & China,"Ngozumba Kang, Ngozumba Ri, Tenzing Peak",7916,25971,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2014 as Tenzing Peak,Climbed,1,0,0,0,1982,Autumn,Nov 02,"S Korea, Nepal","Kim Young-Han, Ang Tshering Sherpa, Dorje Sherpa",
NGOR,Nagoru,Nepal only,,6165,20226,Peri,Annapurna-Damodar-Peri,,Climbed,0,1,0,0,2016,Autumn,Oct 21,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang",
NILC,Nilgiri Central,Nepal only,,6940,22769,Annapurna,Annapurna-Damodar-Peri,,Climbed,1,0,0,0,1979,Spring,Apr 30,Japan,"Kohichi Sakata, Yasuo Tsuda",
NILN,Nilgiri North,Nepal only,,7061,23166,Annapurna,Annapurna-Damodar-Peri,,Climbed,1,0,0,0,1962,Autumn,Oct 19,"Netherlands, France, Nepal","Lionel Terray, H. G. Van Lookern Campagne, P. Van Lookern Campagne, P. F. J. Van Lookern Campagne, Wangdi Sherpa",
NILS,Nilgiri South,Nepal only,,6839,22438,Annapurna,Annapurna-Damodar-Peri,,Climbed,1,0,0,0,1978,Autumn,Oct 10,Japan,"Kazuo Mitsui, Taichi Fujimatsu, Yoshiaki Kato, Nobuhito Morota, Seiji Tanaka, Hideki Yoshida",
NORB,Norbu Kang,Nepal only,Norbu Khang,6085,19964,Kanjiroba,Far West-Kanjiroba,Opened in 2002,Climbed,1,0,0,0,2003,Summer,Jun 25,"Japan, Nepal","Tamotsu Ohnishi, Tazuko Inoue, Koji Mizutani, Takehiro Yanigahara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",2010 German team says 2003 Japanese team did not climb main peak
NPHU,Narphu,Nepal only,,5921,19426,Damodar,Annapurna-Damodar-Peri,,Climbed,1,0,0,0,2014,Autumn,Nov 22,"UK, Nepal","Brian Jackson, Heather Bentley, Catherine Husted, Dawn Richardson, James Salt, Rhiannon Thomson, Mingma Dorje Sherpa, Pasang Sherpa Shikhar Pandey",1st official ascent
NREK,Nirekha,Nepal only,,6159,20207,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002 as trekking peak,Climbed,0,0,1,2002,0,All,,,1st ascent unknown,Climbing history unknown
NUMB,Numbur,Nepal only,,6958,22828,Rolwaling,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1963,Spring,May 29,"Japan, Nepal","Hiroshi Matsuo, Mingma Tsering Sherpa",
NUMR,Numri,Nepal only,,6635,21768,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,2002,Autumn,Nov 07,Germany,"Olaf Rieck, Carsten Schmidt, Lydia Schubert",
NUPE,Nuptse East I,Nepal only,,7795,25574,Khumbu,Khumbu-Rolwaling-Makalu,Requires permit for Nuptse,Climbed,1,0,0,0,2003,Autumn,Nov 02,Russia,"Valeri Babanov, Yuri Kochelenko",
NUPK,Nupche Kang,Nepal & China,"Friendship Peak, Nupche Himal",6576,21575,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2014,Climbed,1,0,0,0,1964,Spring,Apr 06,"W Germany, Nepal","Fritz Stammberger, Aila Sherpa",
NUPL,Nup La Kang,Nepal & China,Nupla Khang,6861,22510,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2014,Climbed,1,0,0,0,2018,Autumn,Nov 02,"USA, Norway",,
NUPT,Nuptse,Nepal only,,7864,25801,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1961,Spring,May 16,"UK, Nepal","Dennis Davis, Tashi Sherpa",1st ascent of W Smt (NUPT-884-01)
OHMI,Ohmi Kangri,Nepal & China,,6839,22438,Janak/Ohmi Kangri,Kangchenjunga-Janak,,Climbed,1,0,0,0,1985,Spring,Apr 14,Switzerland,"Andre Rieder, Alain Vaucher",
OMBG,Ombigaichen,Nepal only,Puma Dablam,6340,20801,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002 as trekking peak,Climbed,0,0,1,2002,1960,Autumn,Nov 18,"New Zealand, Nepal","Jim Milledge, Ang Tsering Sherpa",
OMBK,Ombak Himal,China only,,6300,20669,Janak/Ohmi Kangri,Kangchenjunga-Janak,,Unclimbed,0,1,0,0,0,All,,,Unclimbed?,
OMIT,Omitso Go,Nepal & China,Omi Tso Go,6332,20774,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PALD,Paldor,Nepal only,Bharange,5903,19367,Ganesh/Shringi,Manaslu-Ganesh,,Climbed,0,0,1,1978,1949,Summer,,"UK, Nepal","H. W. Tilman, Peter Lloyd, Tenzing Sherpa, Da Namgyal Sherpa","1st ascent claimed in 1949, but actual 1st ascent may have been in 1974 by John Cleare and Ian Howell"
PAMA,Pama Himal,Nepal & China,,6300,20669,Ganesh/Shringi,Manaslu-Ganesh,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PAN1,Panpoche 1,Nepal only,"Pang Phunch 1, Kutang Himal",6620,21719,Manaslu/Mansiri,Manaslu-Ganesh,Opened in 2003,Climbed,1,0,0,0,2019,Autumn,Oct 03,Georgia,"Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze",
PAN2,Panpoche 2,Nepal only,Pang Phunch 2,6504,21339,Manaslu/Mansiri,Manaslu-Ganesh,Opened in 2003,Climbed,1,0,0,0,2019,Autumn,Sep 22,Georgia,"Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze",
PANB,Panbari,Nepal only,,6905,22654,Peri,Annapurna-Damodar-Peri,Opened in 2002,Climbed,1,0,0,0,2006,Autumn,Sep 29,Japan,"Yoshimi Kato, Gakuto Komiya, Sayaka Koyama, Kenro Nakajima, Yosuke Urabe",
PAND,Pandra,Nepal only,,6670,21883,Janak/Ohmi Kangri,Kangchenjunga-Janak,Opened in 2002,Climbed,1,0,0,0,2002,Autumn,Oct 16,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne",
PANG,Pangbuk Ri,Nepal & China,,6625,21736,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,2011,Autumn,Nov 11,USA,"David Gottlieb, Chad Kellogg","The Pangbuk that Bourdillon and Colledge climbed on May 29, 1952 was south of Menlung La (thus not Pangbuk Ri)"
PANN,Pangbuk North,Nepal & China,Jobo LeCoultre,6478,21253,Rolwaling,Khumbu-Rolwaling-Makalu,,Climbed,0,1,0,0,2013,Autumn,Nov 01,USA,"Scott Adamson, Christopher Wright",
PANT,Panalotapa,Nepal only,"Paniyo Tapa, Paniyo Tippa",6687,21939,Rolwaling,Khumbu-Rolwaling-Makalu,Opened in 2003,Climbed,1,0,0,0,1955,Spring,May,UK,"Peter Boultbee, Dennis Davis",
PARC,Parchamo,Nepal only,"Parchermo, Parchemuche, Pachermo",6279,20600,Rolwaling,Khumbu-Rolwaling-Makalu,,Climbed,0,0,1,1978,1955,Spring,Apr,UK,"Peter Boultbee, Denis Davis",
PASA,Pasang Lhamu Chuli,Nepal & China,Jasemba,7350,24114,Khumbu,Khumbu-Rolwaling-Makalu,,Climbed,1,0,0,0,1986,Autumn,Oct 12,Japan,"Katsushi Emura, Yukitoshi Endo, Katsuo Matsuki, Yoshihiro Shikoda",
PASH,Pashuwo,Nepal & China,Pashubo,6177,20266,Ganesh/Shringi,Manaslu-Ganesh,Opened in 2003,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PATR,Patrasi Himal,Nepal only,Kande Hiunchuli North,6450,21161,Kanjiroba,Far West-Kanjiroba,,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PAWR,Pawar Central,Nepal only,Chaar Baatsa,6621,21722,Peri,Annapurna-Damodar-Peri,,Climbed,0,1,0,0,2015,Spring,May 09,France,"Paulo Grobel, Frank Bonhomme, Christian Hurgon, Dhan Bahadur Magar, Dipen  Nuppa Bhote, Jangbu Sherpa, Rajan Lama Bhote",
PBUK,Pabuk Kang,Nepal & China,Kangata,6244,20486,Janak/Ohmi Kangri,Kangchenjunga-Janak,Opened in 2003,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PEMK,Pemthang Karpo Ri,Nepal & China,"Dome Blanc, Kan Karmo",6865,22523,Jugal,Langtang-Jugal,Opened in 2014,Climbed,1,0,0,0,1955,Spring,May 14,"Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa",
PERH,Peri Himal,Nepal & China,,6296,20656,Peri,Annapurna-Damodar-Peri,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PERI,Peri,Nepal & China,,6174,20256,Langtang,Langtang-Jugal,Opened in 2014,Climbed,1,0,0,0,2016,Autumn,Dec 06,"Italy, Nepal","Werner Frei, Pasang Sherpa, Sandesh Sherpa",
PETH,Pethangtse,Nepal & China,,6739,22110,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,1,0,0,0,1954,Spring,May 26,"New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa",
PHAR,Pharilapcha,Nepal only,,6017,19741,Khumbu,Khumbu-Rolwaling-Makalu,Opened in 2002,Climbed,0,0,1,2002,2003,Spring,May 19,Nepal,"Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa",
PHNG,Phungi,Nepal & China,,6524,21404,Peri,Annapurna-Damodar-Peri,Opened in 2014,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
PHNH,Phungi Himal,Nepal only,,6538,21450,Manaslu/Mansiri,Manaslu-Ganesh,Opened in 2003,Climbed,1,0,0,0,2017,Autumn,Oct 28,Russia,"Yuri Koshelenko, Akeksei Lonchinskiy",
PHOL,Phole,Nepal only,,6645,21801,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Opened in 2002,Unclimbed,1,0,0,0,0,All,,,Unclimbed,
